classe_processual,orgao_julgador,ano_ajuizamento,n
Procedimento Comum Cível,Vara Federal de Nova Friburgo,2022,128
Procedimento Comum Cível,Vara Federal de Nova Friburgo,2023,177
Procedimento Comum Cível,Vara Federal de Nova Friburgo,2024,119
Procedimento Comum Cível,Vara Federal de Nova Friburgo,2025,169
Procedimento Comum Cível,Vara Federal de Resende,2015,33
Procedimento Comum Cível,Vara Federal de Resende,2016,58
Procedimento Comum Cível,Vara Federal de Resende,2017,72
Procedimento Comum Cível,Vara Federal de Resende,2018,103
Procedimento Comum Cível,Vara Federal de Resende,2019,89
Procedimento Comum Cível,Vara Federal de Resende,2020,77
Procedimento Comum Cível,Vara Federal de Resende,2021,117
Procedimento Comum Cível,Vara Federal de Resende,2022,126
Procedimento Comum Cível,Vara Federal de Resende,2023,204
Procedimento Comum Cível,Vara Federal de Resende,2024,150
Procedimento Comum Cível,Vara Federal de Resende,2025,236
Procedimento Comum Cível,Vara Federal de São Mateus,2015,34
Procedimento Comum Cível,Vara Federal de São Mateus,2016,32
Procedimento Comum Cível,Vara Federal de São Mateus,2017,29
Procedimento Comum Cível,Vara Federal de São Mateus,2018,60
Procedimento Comum Cível,Vara Federal de São Mateus,2019,98
Procedimento Comum Cível,Vara Federal de São Mateus,2020,106
Procedimento Comum Cível,Vara Federal de São Mateus,2021,126
Procedimento Comum Cível,Vara Federal de São Mateus,2022,142
Procedimento Comum Cível,Vara Federal de São Mateus,2023,248
Procedimento Comum Cível,Vara Federal de São Mateus,2024,189
Procedimento Comum Cível,Vara Federal de São Mateus,2025,199
Procedimento Comum Cível,Vara Federal de Teresópolis,2015,32
Procedimento Comum Cível,Vara Federal de Teresópolis,2016,30
Procedimento Comum Cível,Vara Federal de Teresópolis,2017,54
Procedimento Comum Cível,Vara Federal de Teresópolis,2018,85
Procedimento Comum Cível,Vara Federal de Teresópolis,2019,101
Procedimento Comum Cível,Vara Federal de Teresópolis,2020,106
Procedimento Comum Cível,Vara Federal de Teresópolis,2021,148
Procedimento Comum Cível,Vara Federal de Teresópolis,2022,167
Procedimento Comum Cível,Vara Federal de Teresópolis,2023,221
Procedimento Comum Cível,Vara Federal de Teresópolis,2024,197
Procedimento Comum Cível,Vara Federal de Teresópolis,2025,243
Procedimento Comum Cível,Vara Federal de Três Rios,2015,33
Procedimento Comum Cível,Vara Federal de Três Rios,2016,52
Procedimento Comum Cível,Vara Federal de Três Rios,2017,78
Procedimento Comum Cível,Vara Federal de Três Rios,2018,55
Procedimento Comum Cível,Vara Federal de Três Rios,2019,57
Procedimento Comum Cível,Vara Federal de Três Rios,2020,45
Procedimento Comum Cível,Vara Federal de Três Rios,2021,63
Procedimento Comum Cível,Vara Federal de Três Rios,2022,70
Procedimento Comum Cível,Vara Federal de Três Rios,2023,146
Procedimento Comum Cível,Vara Federal de Três Rios,2024,98
Procedimento Comum Cível,Vara Federal de Três Rios,2025,150
Procedimento do Juizado Especial Cível,1 º Núcleo de Justiça 4.0 - SJRJ - Previdenciário,2022,163
Procedimento do Juizado Especial Cível,1 º Núcleo de Justiça 4.0 - SJRJ - Previdenciário,2023,568
Procedimento do Juizado Especial Cível,1 º Núcleo de Justiça 4.0 - SJRJ - Previdenciário,2024,708
Procedimento do Juizado Especial Cível,1 º Núcleo de Justiça 4.0 - SJRJ - Previdenciário,2025,959
Procedimento do Juizado Especial Cível,10ª Vara Federal do Rio de Janeiro,2016,1
Procedimento do Juizado Especial Cível,10ª Vara Federal do Rio de Janeiro,2023,1
Procedimento do Juizado Especial Cível,10ª Vara Federal do Rio de Janeiro,2024,227
Procedimento do Juizado Especial Cível,10ª Vara Federal do Rio de Janeiro,2025,520
Procedimento do Juizado Especial Cível,10ª Vara de Execução Fiscal do Rio de Janeiro,2024,123
Procedimento do Juizado Especial Cível,10ª Vara de Execução Fiscal do Rio de Janeiro,2025,426
Procedimento do Juizado Especial Cível,11ª Vara Federal do Rio de Janeiro,2018,1
Procedimento do Juizado Especial Cível,11ª Vara Federal do Rio de Janeiro,2023,2
Procedimento do Juizado Especial Cível,11ª Vara Federal do Rio de Janeiro,2024,272
Procedimento do Juizado Especial Cível,11ª Vara Federal do Rio de Janeiro,2025,597
Procedimento do Juizado Especial Cível,11ª Vara de Execução Fiscal do Rio de Janeiro,2015,1
Procedimento do Juizado Especial Cível,11ª Vara de Execução Fiscal do Rio de Janeiro,2018,1
Procedimento do Juizado Especial Cível,11ª Vara de Execução Fiscal do Rio de Janeiro,2021,1
Procedimento do Juizado Especial Cível,11ª Vara de Execução Fiscal do Rio de Janeiro,2024,120
Procedimento do Juizado Especial Cível,11ª Vara de Execução Fiscal do Rio de Janeiro,2025,392
Procedimento do Juizado Especial Cível,11º Juizado Especial Federal,2015,39
Procedimento do Juizado Especial Cível,11º Juizado Especial Federal,2016,109
Procedimento do Juizado Especial Cível,11º Juizado Especial Federal,2017,532
Procedimento do Juizado Especial Cível,11º Juizado Especial Federal,2018,2132
Procedimento do Juizado Especial Cível,11º Juizado Especial Federal,2019,2467
Procedimento do Juizado Especial Cível,11º Juizado Especial Federal,2020,1530
Procedimento do Juizado Especial Cível,11º Juizado Especial Federal,2021,1802
Procedimento do Juizado Especial Cível,11º Juizado Especial Federal,2022,2210
Procedimento do Juizado Especial Cível,11º Juizado Especial Federal,2023,3247
Procedimento do Juizado Especial Cível,11º Juizado Especial Federal,2024,2050
Procedimento do Juizado Especial Cível,11º Juizado Especial Federal,2025,1780
Procedimento do Juizado Especial Cível,12ª Vara Federal do Rio de Janeiro,2021,2
Procedimento do Juizado Especial Cível,12ª Vara Federal do Rio de Janeiro,2022,1
Procedimento do Juizado Especial Cível,12ª Vara Federal do Rio de Janeiro,2023,1
Procedimento do Juizado Especial Cível,12ª Vara Federal do Rio de Janeiro,2024,316
Procedimento do Juizado Especial Cível,12ª Vara Federal do Rio de Janeiro,2025,1178
Procedimento do Juizado Especial Cível,12ª Vara de Execução Fiscal do Rio de Janeiro,2024,93
Procedimento do Juizado Especial Cível,12ª Vara de Execução Fiscal do Rio de Janeiro,2025,514
Procedimento do Juizado Especial Cível,12º Juizado Especial Federal do Rio de Janeiro,2015,97
Procedimento do Juizado Especial Cível,12º Juizado Especial Federal do Rio de Janeiro,2016,114
Procedimento do Juizado Especial Cível,12º Juizado Especial Federal do Rio de Janeiro,2017,376
Procedimento do Juizado Especial Cível,12º Juizado Especial Federal do Rio de Janeiro,2018,1417
Procedimento do Juizado Especial Cível,12º Juizado Especial Federal do Rio de Janeiro,2019,2015
Procedimento do Juizado Especial Cível,12º Juizado Especial Federal do Rio de Janeiro,2020,1169
Procedimento do Juizado Especial Cível,12º Juizado Especial Federal do Rio de Janeiro,2021,2753
Procedimento do Juizado Especial Cível,12º Juizado Especial Federal do Rio de Janeiro,2022,1434
Procedimento do Juizado Especial Cível,12º Juizado Especial Federal do Rio de Janeiro,2023,2400
Procedimento do Juizado Especial Cível,12º Juizado Especial Federal do Rio de Janeiro,2024,1271
Procedimento do Juizado Especial Cível,12º Juizado Especial Federal do Rio de Janeiro,2025,1685
Procedimento do Juizado Especial Cível,13ª Vara Federal,2017,1
Procedimento do Juizado Especial Cível,13ª Vara Federal,2020,1
Procedimento do Juizado Especial Cível,13ª Vara Federal,2021,4
Procedimento do Juizado Especial Cível,13ª Vara Federal,2022,1
Procedimento do Juizado Especial Cível,13ª Vara Federal,2023,1
Procedimento do Juizado Especial Cível,13ª Vara Federal,2024,294
Procedimento do Juizado Especial Cível,13ª Vara Federal,2025,1037
Procedimento do Juizado Especial Cível,13º Juizado Especial Federal do Rio de Janeiro,2015,68
Procedimento do Juizado Especial Cível,13º Juizado Especial Federal do Rio de Janeiro,2016,99
Procedimento do Juizado Especial Cível,13º Juizado Especial Federal do Rio de Janeiro,2017,416
Procedimento do Juizado Especial Cível,13º Juizado Especial Federal do Rio de Janeiro,2018,1428
Procedimento do Juizado Especial Cível,13º Juizado Especial Federal do Rio de Janeiro,2019,1802
Procedimento do Juizado Especial Cível,13º Juizado Especial Federal do Rio de Janeiro,2020,1026
Procedimento do Juizado Especial Cível,13º Juizado Especial Federal do Rio de Janeiro,2021,2570
Procedimento do Juizado Especial Cível,13º Juizado Especial Federal do Rio de Janeiro,2022,1330
Procedimento do Juizado Especial Cível,13º Juizado Especial Federal do Rio de Janeiro,2023,2304
Procedimento do Juizado Especial Cível,13º Juizado Especial Federal do Rio de Janeiro,2024,1201
Procedimento do Juizado Especial Cível,13º Juizado Especial Federal do Rio de Janeiro,2025,1470
Procedimento do Juizado Especial Cível,14ª Vara Federal do Rio de Janeiro,2016,1
Procedimento do Juizado Especial Cível,14ª Vara Federal do Rio de Janeiro,2022,1
Procedimento do Juizado Especial Cível,14ª Vara Federal do Rio de Janeiro,2023,1
Procedimento do Juizado Especial Cível,14ª Vara Federal do Rio de Janeiro,2024,163
Procedimento do Juizado Especial Cível,14ª Vara Federal do Rio de Janeiro,2025,481
Procedimento do Juizado Especial Cível,14º Juizado Especial Federal do Rio de Janeiro,2015,120
Procedimento do Juizado Especial Cível,14º Juizado Especial Federal do Rio de Janeiro,2016,154
Procedimento do Juizado Especial Cível,14º Juizado Especial Federal do Rio de Janeiro,2017,635
Procedimento do Juizado Especial Cível,14º Juizado Especial Federal do Rio de Janeiro,2018,1548
Procedimento do Juizado Especial Cível,14º Juizado Especial Federal do Rio de Janeiro,2019,1783
Procedimento do Juizado Especial Cível,14º Juizado Especial Federal do Rio de Janeiro,2020,1107
Procedimento do Juizado Especial Cível,14º Juizado Especial Federal do Rio de Janeiro,2021,2637
Procedimento do Juizado Especial Cível,14º Juizado Especial Federal do Rio de Janeiro,2022,1441
Procedimento do Juizado Especial Cível,14º Juizado Especial Federal do Rio de Janeiro,2023,2309
Procedimento do Juizado Especial Cível,14º Juizado Especial Federal do Rio de Janeiro,2024,1175
Procedimento do Juizado Especial Cível,14º Juizado Especial Federal do Rio de Janeiro,2025,1477
Procedimento do Juizado Especial Cível,15ª Vara Federal do Rio de Janeiro,2015,246
Procedimento do Juizado Especial Cível,15ª Vara Federal do Rio de Janeiro,2016,279
Procedimento do Juizado Especial Cível,15ª Vara Federal do Rio de Janeiro,2017,498
Procedimento do Juizado Especial Cível,15ª Vara Federal do Rio de Janeiro,2018,1285
Procedimento do Juizado Especial Cível,15ª Vara Federal do Rio de Janeiro,2019,2914
Procedimento do Juizado Especial Cível,15ª Vara Federal do Rio de Janeiro,2020,1113
Procedimento do Juizado Especial Cível,15ª Vara Federal do Rio de Janeiro,2021,6785
Procedimento do Juizado Especial Cível,15ª Vara Federal do Rio de Janeiro,2022,1581
Procedimento do Juizado Especial Cível,15ª Vara Federal do Rio de Janeiro,2023,4386
Procedimento do Juizado Especial Cível,15ª Vara Federal do Rio de Janeiro,2024,837
Procedimento do Juizado Especial Cível,15ª Vara Federal do Rio de Janeiro,2025,359
Procedimento do Juizado Especial Cível,15º Juizado Especial Federal do Rio de Janeiro,2015,136
Procedimento do Juizado Especial Cível,15º Juizado Especial Federal do Rio de Janeiro,2016,268
Procedimento do Juizado Especial Cível,15º Juizado Especial Federal do Rio de Janeiro,2017,782
Procedimento do Juizado Especial Cível,15º Juizado Especial Federal do Rio de Janeiro,2018,2105
Procedimento do Juizado Especial Cível,15º Juizado Especial Federal do Rio de Janeiro,2019,2481
Procedimento do Juizado Especial Cível,15º Juizado Especial Federal do Rio de Janeiro,2020,1796
Procedimento do Juizado Especial Cível,15º Juizado Especial Federal do Rio de Janeiro,2021,3427
Procedimento do Juizado Especial Cível,15º Juizado Especial Federal do Rio de Janeiro,2022,1985
Procedimento do Juizado Especial Cível,15º Juizado Especial Federal do Rio de Janeiro,2023,2820
Procedimento do Juizado Especial Cível,15º Juizado Especial Federal do Rio de Janeiro,2024,1769
Procedimento do Juizado Especial Cível,15º Juizado Especial Federal do Rio de Janeiro,2025,1800
Procedimento do Juizado Especial Cível,16ª Vara Federal do Rio de Janeiro,2017,1
Procedimento do Juizado Especial Cível,16ª Vara Federal do Rio de Janeiro,2021,1
Procedimento do Juizado Especial Cível,16ª Vara Federal do Rio de Janeiro,2022,2
Procedimento do Juizado Especial Cível,16ª Vara Federal do Rio de Janeiro,2024,213
Procedimento do Juizado Especial Cível,16ª Vara Federal do Rio de Janeiro,2025,553
Procedimento do Juizado Especial Cível,17ª Vara Federal do Rio de Janeiro,2019,1
Procedimento do Juizado Especial Cível,17ª Vara Federal do Rio de Janeiro,2021,1
Procedimento do Juizado Especial Cível,17ª Vara Federal do Rio de Janeiro,2023,1
Procedimento do Juizado Especial Cível,17ª Vara Federal do Rio de Janeiro,2024,252
Procedimento do Juizado Especial Cível,17ª Vara Federal do Rio de Janeiro,2025,599
Procedimento do Juizado Especial Cível,18ª Vara Federal do Rio de Janeiro,2017,1
Procedimento do Juizado Especial Cível,18ª Vara Federal do Rio de Janeiro,2022,1
Procedimento do Juizado Especial Cível,18ª Vara Federal do Rio de Janeiro,2023,4
Procedimento do Juizado Especial Cível,18ª Vara Federal do Rio de Janeiro,2024,338
Procedimento do Juizado Especial Cível,18ª Vara Federal do Rio de Janeiro,2025,1413
Procedimento do Juizado Especial Cível,19ª Vara Federal do Rio de Janeiro,2023,1
Procedimento do Juizado Especial Cível,19ª Vara Federal do Rio de Janeiro,2024,227
Procedimento do Juizado Especial Cível,19ª Vara Federal do Rio de Janeiro,2025,544
Procedimento do Juizado Especial Cível,1ª Turma Recursal - Juiz Relator 1 - ES,2021,1
Procedimento do Juizado Especial Cível,1ª Turma Recursal - Juiz Relator 1 - ES,2024,2
Procedimento do Juizado Especial Cível,1ª Turma Recursal - Juiz Relator 1 - RJ,2018,1
Procedimento do Juizado Especial Cível,1ª Turma Recursal - Juiz Relator 1 - RJ,2023,2
Procedimento do Juizado Especial Cível,1ª Turma Recursal - Juiz Relator 1 - RJ,2024,1
Procedimento do Juizado Especial Cível,1ª Turma Recursal - Juiz Relator 2 - ES,2023,2
Procedimento do Juizado Especial Cível,1ª Turma Recursal - Juiz Relator 2 - ES,2024,2
Procedimento do Juizado Especial Cível,1ª Turma Recursal - Juiz Relator 2 - ES,2025,1
Procedimento do Juizado Especial Cível,1ª Turma Recursal - Juiz Relator 2 - RJ,2021,2
Procedimento do Juizado Especial Cível,1ª Turma Recursal - Juiz Relator 2 - RJ,2023,1
Procedimento do Juizado Especial Cível,1ª Turma Recursal - Juiz Relator 2 - RJ,2024,2
Procedimento do Juizado Especial Cível,1ª Turma Recursal - Juiz Relator 2 - RJ,2025,2
Procedimento do Juizado Especial Cível,1ª Turma Recursal - Juiz Relator 3 - ES,2021,2
Procedimento do Juizado Especial Cível,1ª Turma Recursal - Juiz Relator 3 - ES,2025,1
Procedimento do Juizado Especial Cível,1ª Turma Recursal - Juiz Relator 3 - RJ,2021,2
Procedimento do Juizado Especial Cível,1ª Turma Recursal - Juiz Relator 3 - RJ,2025,2
Procedimento do Juizado Especial Cível,1ª Vara Federal de Campos,2015,64
Procedimento do Juizado Especial Cível,1ª Vara Federal de Campos,2016,178
Procedimento do Juizado Especial Cível,1ª Vara Federal de Campos,2017,226
Procedimento do Juizado Especial Cível,1ª Vara Federal de Campos,2018,786
Procedimento do Juizado Especial Cível,1ª Vara Federal de Campos,2019,2160
Procedimento do Juizado Especial Cível,1ª Vara Federal de Campos,2020,1163
Procedimento do Juizado Especial Cível,1ª Vara Federal de Campos,2021,4348
Procedimento do Juizado Especial Cível,1ª Vara Federal de Campos,2022,974
Procedimento do Juizado Especial Cível,1ª Vara Federal de Campos,2023,3402
Procedimento do Juizado Especial Cível,1ª Vara Federal de Campos,2024,962
Procedimento do Juizado Especial Cível,1ª Vara Federal de Campos,2025,1033
Procedimento do Juizado Especial Cível,1ª Vara Federal de Duque de Caxias,2015,4
Procedimento do Juizado Especial Cível,1ª Vara Federal de Duque de Caxias,2016,22
Procedimento do Juizado Especial Cível,1ª Vara Federal de Duque de Caxias,2017,33
Procedimento do Juizado Especial Cível,1ª Vara Federal de Duque de Caxias,2018,75
Procedimento do Juizado Especial Cível,1ª Vara Federal de Duque de Caxias,2019,429
Procedimento do Juizado Especial Cível,1ª Vara Federal de Duque de Caxias,2020,195
Procedimento do Juizado Especial Cível,1ª Vara Federal de Duque de Caxias,2021,4006
Procedimento do Juizado Especial Cível,1ª Vara Federal de Duque de Caxias,2022,1526
Procedimento do Juizado Especial Cível,1ª Vara Federal de Duque de Caxias,2023,2334
Procedimento do Juizado Especial Cível,1ª Vara Federal de Duque de Caxias,2024,737
Procedimento do Juizado Especial Cível,1ª Vara Federal de Duque de Caxias,2025,750
Procedimento do Juizado Especial Cível,1ª Vara Federal de Itaboraí,2015,31
Procedimento do Juizado Especial Cível,1ª Vara Federal de Itaboraí,2016,71
Procedimento do Juizado Especial Cível,1ª Vara Federal de Itaboraí,2017,257
Procedimento do Juizado Especial Cível,1ª Vara Federal de Itaboraí,2018,1098
Procedimento do Juizado Especial Cível,1ª Vara Federal de Itaboraí,2019,1729
Procedimento do Juizado Especial Cível,1ª Vara Federal de Itaboraí,2020,1087
Procedimento do Juizado Especial Cível,1ª Vara Federal de Itaboraí,2021,1942
Procedimento do Juizado Especial Cível,1ª Vara Federal de Itaboraí,2022,1243
Procedimento do Juizado Especial Cível,1ª Vara Federal de Itaboraí,2023,1725
Procedimento do Juizado Especial Cível,1ª Vara Federal de Itaboraí,2024,1304
Procedimento do Juizado Especial Cível,1ª Vara Federal de Itaboraí,2025,1587
Procedimento do Juizado Especial Cível,1ª Vara Federal de Niterói,2015,2
Procedimento do Juizado Especial Cível,1ª Vara Federal de Niterói,2016,10
Procedimento do Juizado Especial Cível,1ª Vara Federal de Niterói,2017,4
Procedimento do Juizado Especial Cível,1ª Vara Federal de Niterói,2018,1
Procedimento do Juizado Especial Cível,1ª Vara Federal de Niterói,2020,1
Procedimento do Juizado Especial Cível,1ª Vara Federal de Niterói,2023,4
Procedimento do Juizado Especial Cível,1ª Vara Federal de Niterói,2024,325
Procedimento do Juizado Especial Cível,1ª Vara Federal de Niterói,2025,1301
Procedimento do Juizado Especial Cível,1ª Vara Federal de Nova Iguaçu,2015,14
Procedimento do Juizado Especial Cível,1ª Vara Federal de Nova Iguaçu,2016,48
Procedimento do Juizado Especial Cível,1ª Vara Federal de Nova Iguaçu,2017,20
Procedimento do Juizado Especial Cível,1ª Vara Federal de Nova Iguaçu,2018,35
Procedimento do Juizado Especial Cível,1ª Vara Federal de Nova Iguaçu,2019,349
Procedimento do Juizado Especial Cível,1ª Vara Federal de Nova Iguaçu,2020,183
Procedimento do Juizado Especial Cível,1ª Vara Federal de Nova Iguaçu,2021,3264
Procedimento do Juizado Especial Cível,1ª Vara Federal de Nova Iguaçu,2022,1369
Procedimento do Juizado Especial Cível,1ª Vara Federal de Nova Iguaçu,2023,1146
Procedimento do Juizado Especial Cível,1ª Vara Federal de Nova Iguaçu,2024,1113
Procedimento do Juizado Especial Cível,1ª Vara Federal de Nova Iguaçu,2025,1575
Procedimento do Juizado Especial Cível,1ª Vara Federal de Petrópolis,2015,107
Procedimento do Juizado Especial Cível,1ª Vara Federal de Petrópolis,2016,143
Procedimento do Juizado Especial Cível,1ª Vara Federal de Petrópolis,2017,202
Procedimento do Juizado Especial Cível,1ª Vara Federal de Petrópolis,2018,412
Procedimento do Juizado Especial Cível,1ª Vara Federal de Petrópolis,2019,654
Procedimento do Juizado Especial Cível,1ª Vara Federal de Petrópolis,2020,620
Procedimento do Juizado Especial Cível,1ª Vara Federal de Petrópolis,2021,1643
Procedimento do Juizado Especial Cível,1ª Vara Federal de Petrópolis,2022,569
Procedimento do Juizado Especial Cível,1ª Vara Federal de Petrópolis,2023,1782
Procedimento do Juizado Especial Cível,1ª Vara Federal de Petrópolis,2024,522
Procedimento do Juizado Especial Cível,1ª Vara Federal de Petrópolis,2025,824
Procedimento do Juizado Especial Cível,1ª Vara Federal de Serra,2015,370
Procedimento do Juizado Especial Cível,1ª Vara Federal de Serra,2016,804
Procedimento do Juizado Especial Cível,1ª Vara Federal de Serra,2017,1085
Procedimento do Juizado Especial Cível,1ª Vara Federal de Serra,2018,1810
Procedimento do Juizado Especial Cível,1ª Vara Federal de Serra,2019,2251
Procedimento do Juizado Especial Cível,1ª Vara Federal de Serra,2020,1825
Procedimento do Juizado Especial Cível,1ª Vara Federal de Serra,2021,4262
Procedimento do Juizado Especial Cível,1ª Vara Federal de Serra,2022,2350
Procedimento do Juizado Especial Cível,1ª Vara Federal de Serra,2023,3814
Procedimento do Juizado Especial Cível,1ª Vara Federal de Serra,2024,3751
Procedimento do Juizado Especial Cível,1ª Vara Federal de Serra,2025,1797
Procedimento do Juizado Especial Cível,1ª Vara Federal de São Pedro da Aldeia,2015,165
Procedimento do Juizado Especial Cível,1ª Vara Federal de São Pedro da Aldeia,2016,429
Procedimento do Juizado Especial Cível,1ª Vara Federal de São Pedro da Aldeia,2017,569
Procedimento do Juizado Especial Cível,1ª Vara Federal de São Pedro da Aldeia,2018,709
Procedimento do Juizado Especial Cível,1ª Vara Federal de São Pedro da Aldeia,2019,930
Procedimento do Juizado Especial Cível,1ª Vara Federal de São Pedro da Aldeia,2020,1580
Procedimento do Juizado Especial Cível,1ª Vara Federal de São Pedro da Aldeia,2021,3240
Procedimento do Juizado Especial Cível,1ª Vara Federal de São Pedro da Aldeia,2022,762
Procedimento do Juizado Especial Cível,1ª Vara Federal de São Pedro da Aldeia,2023,1882
Procedimento do Juizado Especial Cível,1ª Vara Federal de São Pedro da Aldeia,2024,772
Procedimento do Juizado Especial Cível,1ª Vara Federal de São Pedro da Aldeia,2025,733
Procedimento do Juizado Especial Cível,1ª Vara Federal de Vitória,2017,15
Procedimento do Juizado Especial Cível,1ª Vara Federal de Vitória,2018,93
Procedimento do Juizado Especial Cível,1ª Vara Federal de Vitória,2019,94
Procedimento do Juizado Especial Cível,1ª Vara Federal de Vitória,2020,123
Procedimento do Juizado Especial Cível,1ª Vara Federal de Vitória,2021,93
Procedimento do Juizado Especial Cível,1ª Vara Federal de Vitória,2022,80
Procedimento do Juizado Especial Cível,1ª Vara Federal de Vitória,2023,104
Procedimento do Juizado Especial Cível,1ª Vara Federal de Vitória,2024,162
Procedimento do Juizado Especial Cível,1ª Vara Federal de Vitória,2025,202
Procedimento do Juizado Especial Cível,1ª Vara Federal de Volta Redonda,2015,3
Procedimento do Juizado Especial Cível,1ª Vara Federal de Volta Redonda,2016,12
Procedimento do Juizado Especial Cível,1ª Vara Federal de Volta Redonda,2017,10
Procedimento do Juizado Especial Cível,1ª Vara Federal de Volta Redonda,2018,7
Procedimento do Juizado Especial Cível,1ª Vara Federal de Volta Redonda,2019,869
Procedimento do Juizado Especial Cível,1ª Vara Federal de Volta Redonda,2020,81
Procedimento do Juizado Especial Cível,1ª Vara Federal de Volta Redonda,2021,3122
Procedimento do Juizado Especial Cível,1ª Vara Federal de Volta Redonda,2022,538
Procedimento do Juizado Especial Cível,1ª Vara Federal de Volta Redonda,2023,1393
Procedimento do Juizado Especial Cível,1ª Vara Federal de Volta Redonda,2024,486
Procedimento do Juizado Especial Cível,1ª Vara Federal de Volta Redonda,2025,832
Procedimento do Juizado Especial Cível,1ª Vara Federal do Rio de Janeiro,2015,197
Procedimento do Juizado Especial Cível,1ª Vara Federal do Rio de Janeiro,2016,205
Procedimento do Juizado Especial Cível,1ª Vara Federal do Rio de Janeiro,2017,339
Procedimento do Juizado Especial Cível,1ª Vara Federal do Rio de Janeiro,2018,1131
Procedimento do Juizado Especial Cível,1ª Vara Federal do Rio de Janeiro,2019,3474
Procedimento do Juizado Especial Cível,1ª Vara Federal do Rio de Janeiro,2020,1780
Procedimento do Juizado Especial Cível,1ª Vara Federal do Rio de Janeiro,2021,7248
Procedimento do Juizado Especial Cível,1ª Vara Federal do Rio de Janeiro,2022,1787
Procedimento do Juizado Especial Cível,1ª Vara Federal do Rio de Janeiro,2023,4704
Procedimento do Juizado Especial Cível,1ª Vara Federal do Rio de Janeiro,2024,959
Procedimento do Juizado Especial Cível,1ª Vara Federal do Rio de Janeiro,2025,456
Procedimento do Juizado Especial Cível,1ª Vara de Execução Fiscal de São Gonçalo,2024,44
Procedimento do Juizado Especial Cível,1ª Vara de Execução Fiscal de São Gonçalo,2025,212
Procedimento do Juizado Especial Cível,1ª Vara de Execução Fiscal de São João de Meriti,2015,9
Procedimento do Juizado Especial Cível,1ª Vara de Execução Fiscal de São João de Meriti,2016,8
Procedimento do Juizado Especial Cível,1ª Vara de Execução Fiscal de São João de Meriti,2017,7
Procedimento do Juizado Especial Cível,1ª Vara de Execução Fiscal de São João de Meriti,2018,51
Procedimento do Juizado Especial Cível,1ª Vara de Execução Fiscal de São João de Meriti,2019,44
Procedimento do Juizado Especial Cível,1ª Vara de Execução Fiscal de São João de Meriti,2020,27
Procedimento do Juizado Especial Cível,1ª Vara de Execução Fiscal de São João de Meriti,2021,12
Procedimento do Juizado Especial Cível,1ª Vara de Execução Fiscal de São João de Meriti,2022,23
Procedimento do Juizado Especial Cível,1ª Vara de Execução Fiscal de São João de Meriti,2023,58
Procedimento do Juizado Especial Cível,1ª Vara de Execução Fiscal de São João de Meriti,2024,90
Procedimento do Juizado Especial Cível,1ª Vara de Execução Fiscal de São João de Meriti,2025,478
Procedimento do Juizado Especial Cível,1ª Vara de Execução Fiscal do Rio de Janeiro,2024,129
Procedimento do Juizado Especial Cível,1ª Vara de Execução Fiscal do Rio de Janeiro,2025,364
Procedimento do Juizado Especial Cível,1ª Vara federal de cachoeiro de itapemirim,2016,4
Procedimento do Juizado Especial Cível,1ª Vara federal de cachoeiro de itapemirim,2017,2
Procedimento do Juizado Especial Cível,1ª Vara federal de cachoeiro de itapemirim,2018,17
Procedimento do Juizado Especial Cível,1ª Vara federal de cachoeiro de itapemirim,2019,413
Procedimento do Juizado Especial Cível,1ª Vara federal de cachoeiro de itapemirim,2020,260
Procedimento do Juizado Especial Cível,1ª Vara federal de cachoeiro de itapemirim,2021,3812
Procedimento do Juizado Especial Cível,1ª Vara federal de cachoeiro de itapemirim,2022,1438
Procedimento do Juizado Especial Cível,1ª Vara federal de cachoeiro de itapemirim,2023,2440
Procedimento do Juizado Especial Cível,1ª Vara federal de cachoeiro de itapemirim,2024,1082
Procedimento do Juizado Especial Cível,1ª Vara federal de cachoeiro de itapemirim,2025,1621
Procedimento do Juizado Especial Cível,1º Juizado Especial Federal de Vitória,2015,247
Procedimento do Juizado Especial Cível,1º Juizado Especial Federal de Vitória,2016,583
Procedimento do Juizado Especial Cível,1º Juizado Especial Federal de Vitória,2017,1224
Procedimento do Juizado Especial Cível,1º Juizado Especial Federal de Vitória,2018,3766
Procedimento do Juizado Especial Cível,1º Juizado Especial Federal de Vitória,2019,3749
Procedimento do Juizado Especial Cível,1º Juizado Especial Federal de Vitória,2020,1986
Procedimento do Juizado Especial Cível,1º Juizado Especial Federal de Vitória,2021,2118
Procedimento do Juizado Especial Cível,1º Juizado Especial Federal de Vitória,2022,2216
Procedimento do Juizado Especial Cível,1º Juizado Especial Federal de Vitória,2023,2274
Procedimento do Juizado Especial Cível,1º Juizado Especial Federal de Vitória,2024,2220
Procedimento do Juizado Especial Cível,1º Juizado Especial Federal de Vitória,2025,2387
Procedimento do Juizado Especial Cível,1º Núcleo de Justiça 4.0 - SJES - Previdenciário,2022,173
Procedimento do Juizado Especial Cível,1º Núcleo de Justiça 4.0 - SJES - Previdenciário,2023,533
Procedimento do Juizado Especial Cível,1º Núcleo de Justiça 4.0 - SJES - Previdenciário,2024,839
Procedimento do Juizado Especial Cível,1º Núcleo de Justiça 4.0 - SJES - Previdenciário,2025,1008
Procedimento do Juizado Especial Cível,2 º Núcleo de Justiça 4.0 - SJRJ - Previdenciário,2022,188
